Datetime,TOU
6/1/18 17:00,10
6/1/18 17:05,10
6/1/18 17:10,10
6/1/18 17:15,10
6/1/18 17:20,10
6/1/18 17:25,10
6/1/18 17:30,10
6/1/18 17:35,10
6/1/18 17:40,10
6/1/18 17:45,10
6/1/18 17:50,10
6/1/18 17:55,10
6/1/18 18:00,10
6/1/18 18:05,1
6/1/18 18:10,1
6/1/18 18:15,1
6/1/18 18:20,1
6/1/18 18:25,1
6/1/18 18:30,1
6/1/18 18:35,1
6/1/18 18:40,1
6/1/18 18:45,1
6/1/18 18:50,1
6/1/18 18:55,1
6/1/18 19:00,1
6/1/18 19:05,1
6/1/18 19:10,1
6/1/18 19:15,1
6/1/18 19:20,1
6/1/18 19:25,1
6/1/18 19:30,1
6/1/18 19:35,1
6/1/18 19:40,1
6/1/18 19:45,1
6/1/18 19:50,1
6/1/18 19:55,1
6/1/18 20:00,1
6/1/18 20:05,1
6/1/18 20:10,1
6/1/18 20:15,1
6/1/18 20:20,1
6/1/18 20:25,1
6/1/18 20:30,1
6/1/18 20:35,1
6/1/18 20:40,1
6/1/18 20:45,1
6/1/18 20:50,1
6/1/18 20:55,1
6/1/18 21:00,1
6/1/18 21:05,1
6/1/18 21:10,1
6/1/18 21:15,1
6/1/18 21:20,1
6/1/18 21:25,1
6/1/18 21:30,1
6/1/18 21:35,1
6/1/18 21:40,1
6/1/18 21:45,1
6/1/18 21:50,1
6/1/18 21:55,1
6/1/18 22:00,1
6/1/18 22:05,1
6/1/18 22:10,1
6/1/18 22:15,1
6/1/18 22:20,1
6/1/18 22:25,1
6/1/18 22:30,1
6/1/18 22:35,1
6/1/18 22:40,1
6/1/18 22:45,1
6/1/18 22:50,1
6/1/18 22:55,1
6/1/18 23:00,1
6/1/18 23:05,1
6/1/18 23:10,1
6/1/18 23:15,1
6/1/18 23:20,1
6/1/18 23:25,1
6/1/18 23:30,1
6/1/18 23:35,1
6/1/18 23:40,1
6/1/18 23:45,1
6/1/18 23:50,1
6/1/18 23:55,1
